experiment,query,sf,n_requested,n_actual,combo,flags,fetch_median,fetch_std,logic_median,logic_std,total_median,total_std,total_cv,n_repeats,sql_baseline_median,speedup,valid
sf_scaling,Q14,1.0,32,32,SPA,"opt_presort=on,opt_promo_split=on",0.0,0.0,0.7617,0.02509,0.7617,0.02509,0.0329,5,0.7617,1.0,True
sf_scaling,Q14,2.0,32,32,(none),"opt_presort=on,opt_promo_split=on",1.46697,0.10761,0.00883,0.00035,1.47565,0.10784,0.0731,5,1.17984,0.7995,True
sf_scaling,Q14,2.0,32,32,SPA,"opt_presort=on,opt_promo_split=on",0.0,0.0,1.17984,0.03829,1.17984,0.03829,0.0325,5,1.17984,1.0,True
sf_scaling,Q14,4.0,32,32,(none),"opt_presort=on,opt_promo_split=on",2.91882,0.17682,0.01608,0.00138,2.93449,0.17805,0.0607,5,2.1898,0.7462,True
sf_scaling,Q14,4.0,32,32,SPA,"opt_presort=on,opt_promo_split=on",0.0,0.0,2.1898,0.09744,2.1898,0.09744,0.0445,5,2.1898,1.0,True
sf_scaling,Q14,8.0,32,32,(none),"opt_presort=on,opt_promo_split=on",5.73923,0.54565,0.02837,0.00333,5.76643,0.54499,0.0945,5,2.19893,0.3813,True
sf_scaling,Q14,8.0,32,32,SPA,"opt_presort=on,opt_promo_split=on",0.0,0.0,2.19893,0.05909,2.19893,0.05909,0.0269,5,2.19893,1.0,True
sf_scaling,Q14,16.0,32,32,(none),"opt_presort=on,opt_promo_split=on",11.59732,0.74457,0.05407,0.00124,11.65138,0.74524,0.064,5,3.76089,0.3228,True
sf_scaling,Q14,16.0,32,32,SPA,"opt_presort=on,opt_promo_split=on",0.0,0.0,3.76089,1.1236,3.76089,1.1236,0.2988,5,3.76089,1.0,True
sf_scaling,Q18,1.0,32,32,(none),"opt_precompute_sums=on,opt_presort_orders=on",4.23588,0.22768,2.72617,0.05891,6.87689,0.2677,0.0389,5,1.80682,0.2627,True
sf_scaling,Q18,1.0,32,32,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,1.80682,0.0261,1.80682,0.0261,0.0144,5,1.80682,1.0,True
sf_scaling,Q18,2.0,32,32,(none),"opt_precompute_sums=on,opt_presort_orders=on",8.7121,0.09205,7.19463,0.26171,15.78645,0.31351,0.0199,5,3.20491,0.203,True
sf_scaling,Q18,2.0,32,32,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,3.20491,0.06557,3.20491,0.06557,0.0205,5,3.20491,1.0,True
sf_scaling,Q18,4.0,32,32,(none),"opt_precompute_sums=on,opt_presort_orders=on",18.01393,0.63305,16.00804,0.22661,34.07921,0.79798,0.0234,5,6.13724,0.1801,True
sf_scaling,Q18,4.0,32,32,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,6.13724,0.07355,6.13724,0.07355,0.012,5,6.13724,1.0,True
sf_scaling,Q18,8.0,32,32,(none),"opt_precompute_sums=on,opt_presort_orders=on",37.30566,1.95721,38.05071,0.47247,76.19251,2.0671,0.0271,5,9.97495,0.1309,True
sf_scaling,Q18,8.0,32,32,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,9.97495,0.08606,9.97495,0.08606,0.0086,5,9.97495,1.0,True
sf_scaling,Q18,16.0,32,32,(none),"opt_precompute_sums=on,opt_presort_orders=on",76.98743,0.91803,90.82998,1.43338,167.9001,2.27685,0.0136,5,18.30253,0.109,True
sf_scaling,Q18,16.0,32,32,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,18.30253,0.2459,18.30253,0.2459,0.0134,5,18.30253,1.0,True
sf_scaling,Q1,1.0,8,8,GD,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.05357,0.00449,0.00073,0.00024,0.05423,0.00434,0.08,5,0.19841,3.6584,True
sf_scaling,Q1,1.0,8,8,SGDA,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,0.19841,0.0203,0.19841,0.0203,0.1023,5,0.19841,1.0,True
sf_scaling,Q1,2.0,8,8,GD,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.08781,0.00298,0.00069,0.00022,0.0885,0.00297,0.0335,5,0.30408,3.436,True
sf_scaling,Q1,2.0,8,8,SGDA,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,0.30408,0.04143,0.30408,0.04143,0.1363,5,0.30408,1.0,True
sf_scaling,Q1,4.0,8,8,GD,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.15163,0.00283,0.00068,8e-05,0.15249,0.00283,0.0185,5,0.55838,3.6617,True
sf_scaling,Q1,4.0,8,8,SGDA,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,0.55838,0.02516,0.55838,0.02516,0.0451,5,0.55838,1.0,True
sf_scaling,Q1,8.0,8,8,GD,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.27444,0.01057,0.00074,2e-05,0.27519,0.01057,0.0384,5,1.13178,4.1127,True
sf_scaling,Q1,8.0,8,8,SGDA,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,1.13178,0.07283,1.13178,0.07283,0.0643,5,1.13178,1.0,True
sf_scaling,Q1,16.0,8,8,GD,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.53115,0.0163,0.0007,0.0002,0.53185,0.01633,0.0307,5,2.28004,4.287,True
sf_scaling,Q1,16.0,8,8,SGDA,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,2.28004,0.1102,2.28004,0.1102,0.0483,5,2.28004,1.0,True
sf_scaling,Q3,1.0,8,40,(none),"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.99747,0.02271,0.36848,0.0036,1.36077,0.02332,0.0171,5,1.20355,0.8845,True
sf_scaling,Q3,1.0,8,40,CDG,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,1.20355,0.04445,1.20355,0.04445,0.0369,5,1.20355,1.0,True
sf_scaling,Q3,2.0,8,40,(none),"opt_precompute=on,opt_encode_seg=on,opt_presort=on",1.92477,0.08258,0.75479,0.08251,2.81292,0.08629,0.0307,5,2.07823,0.7388,True
sf_scaling,Q3,2.0,8,40,CDG,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,2.07823,0.03186,2.07823,0.03186,0.0153,5,2.07823,1.0,True
sf_scaling,Q3,4.0,8,40,(none),"opt_precompute=on,opt_encode_seg=on,opt_presort=on",3.79353,0.08323,1.68168,0.11276,5.4752,0.18914,0.0345,5,4.25436,0.777,True
sf_scaling,Q3,4.0,8,40,CDG,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,4.25436,0.16351,4.25436,0.16351,0.0384,5,4.25436,1.0,True
