experiment,query,sf,n_requested,n_actual,combo,flags,fetch_median,fetch_std,logic_median,logic_std,total_median,total_std,total_cv,n_repeats,sql_baseline_median,speedup,valid
n_scaling,Q1,1.0,16,16,SGD,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,0.20822,0.00216,0.20822,0.00216,0.0104,5,0.23209,1.1147,True
n_scaling,Q1,1.0,16,16,SGDA,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,0.23209,0.00664,0.23209,0.00664,0.0286,5,0.23209,1.0,True
n_scaling,Q1,1.0,32,32,(none),"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.26696,0.00244,0.86209,0.00324,1.12828,0.00523,0.0046,5,0.45835,0.4062,True
n_scaling,Q1,1.0,32,32,G,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.25273,0.00358,0.86311,0.029,1.11584,0.02985,0.0268,5,0.45835,0.4108,True
n_scaling,Q1,1.0,32,32,S,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,37.38835,0.06381,37.38835,0.06381,0.0017,5,0.45835,0.0123,True
n_scaling,Q1,1.0,32,32,GD,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.03205,0.00077,0.00064,1e-05,0.03269,0.00078,0.0238,5,0.45835,14.0209,True
n_scaling,Q1,1.0,32,32,SG,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,13.74685,0.06692,13.74685,0.06692,0.0049,5,0.45835,0.0333,True
n_scaling,Q1,1.0,32,32,SGD,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,0.41483,0.00264,0.41483,0.00264,0.0064,5,0.45835,1.1049,True
n_scaling,Q1,1.0,32,32,SGDA,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,0.45835,0.0025,0.45835,0.0025,0.0055,5,0.45835,1.0,True
n_scaling,Q1,1.0,61,61,(none),"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.26447,0.00236,1.64421,0.00656,1.91229,0.00528,0.0028,5,0.90166,0.4715,True
n_scaling,Q1,1.0,61,61,G,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.25074,0.00434,1.65322,0.02695,1.90422,0.02559,0.0134,5,0.90166,0.4735,True
n_scaling,Q1,1.0,61,61,S,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,70.97853,0.14587,70.97853,0.14587,0.0021,5,0.90166,0.0127,True
n_scaling,Q1,1.0,61,61,GD,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.03207,0.00099,0.00117,1e-05,0.03324,0.001,0.0301,5,0.90166,27.1275,True
n_scaling,Q1,1.0,61,61,SG,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,26.11337,0.05139,26.11337,0.05139,0.002,5,0.90166,0.0345,True
n_scaling,Q1,1.0,61,61,SGD,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,0.80261,0.00197,0.80261,0.00197,0.0025,5,0.90166,1.1234,True
n_scaling,Q1,1.0,61,61,SGDA,"opt_precompute=on,opt_encode_group=on,opt_presort=on",0.0,0.0,0.90166,0.01348,0.90166,0.01348,0.015,5,0.90166,1.0,True
n_scaling,Q3,1.0,1,5,(none),"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.25637,0.00907,0.02078,0.00018,0.27715,0.00908,0.0328,5,0.06364,0.2296,True
n_scaling,Q3,1.0,1,5,C,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.70292,0.00907,0.02066,0.00011,0.72355,0.00911,0.0126,5,0.06364,0.088,True
n_scaling,Q3,1.0,1,5,D,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.23242,0.0196,0.24436,0.01234,0.47678,0.0294,0.0617,5,0.06364,0.1335,True
n_scaling,Q3,1.0,1,5,CD,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,0.23988,0.00275,0.23988,0.00275,0.0115,5,0.06364,0.2653,True
n_scaling,Q3,1.0,1,5,CDG,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,0.06364,0.00896,0.06364,0.00896,0.1408,5,0.06364,1.0,True
n_scaling,Q3,1.0,2,10,(none),"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.22855,0.0112,0.04001,0.00223,0.26857,0.01046,0.039,5,0.11435,0.4258,True
n_scaling,Q3,1.0,2,10,C,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.73033,0.01624,0.04126,0.00114,0.7735,0.01652,0.0214,5,0.11435,0.1478,True
n_scaling,Q3,1.0,2,10,D,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.22795,0.01406,0.49844,0.02023,0.74437,0.02948,0.0396,5,0.11435,0.1536,True
n_scaling,Q3,1.0,2,10,CD,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,0.49197,0.01018,0.49197,0.01018,0.0207,5,0.11435,0.2324,True
n_scaling,Q3,1.0,2,10,CDG,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,0.11435,0.00533,0.11435,0.00533,0.0466,5,0.11435,1.0,True
n_scaling,Q3,1.0,4,20,(none),"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.2214,0.01013,0.07712,0.00038,0.29852,0.01017,0.0341,5,0.2606,0.873,True
n_scaling,Q3,1.0,4,20,C,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.67855,0.02092,0.07848,0.00086,0.75685,0.02024,0.0267,5,0.2606,0.3443,True
n_scaling,Q3,1.0,4,20,D,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.19471,0.01111,0.99267,0.00814,1.18329,0.01829,0.0155,5,0.2606,0.2202,True
n_scaling,Q3,1.0,4,20,CD,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,0.99669,0.02105,0.99669,0.02105,0.0211,5,0.2606,0.2615,True
n_scaling,Q3,1.0,4,20,CDG,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,0.2606,0.02509,0.2606,0.02509,0.0963,5,0.2606,1.0,True
n_scaling,Q3,1.0,8,40,(none),"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.203,0.00856,0.15069,0.00045,0.35368,0.00895,0.0253,5,0.49734,1.4062,True
n_scaling,Q3,1.0,8,40,C,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.70065,0.01065,0.15583,0.00217,0.8577,0.01184,0.0138,5,0.49734,0.5798,True
n_scaling,Q3,1.0,8,40,D,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.21503,0.00928,2.02578,0.01998,2.2408,0.02597,0.0116,5,0.49734,0.2219,True
n_scaling,Q3,1.0,8,40,CD,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,1.9502,0.03442,1.9502,0.03442,0.0177,5,0.49734,0.255,True
n_scaling,Q3,1.0,8,40,CDG,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,0.49734,0.01392,0.49734,0.01392,0.028,5,0.49734,1.0,True
n_scaling,Q3,1.0,16,80,(none),"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.20541,0.01262,0.30342,0.01314,0.50883,0.0256,0.0503,5,0.97737,1.9208,True
n_scaling,Q3,1.0,16,80,C,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.68978,0.01699,0.30533,0.00388,1.0017,0.01753,0.0175,5,0.97737,0.9757,True
n_scaling,Q3,1.0,16,80,D,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.19419,0.01314,3.98724,0.05864,4.18965,0.05619,0.0134,5,0.97737,0.2333,True
n_scaling,Q3,1.0,16,80,CD,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,3.82472,0.04775,3.82472,0.04775,0.0125,5,0.97737,0.2555,True
n_scaling,Q3,1.0,16,80,CDG,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,0.97737,0.02459,0.97737,0.02459,0.0252,5,0.97737,1.0,True
n_scaling,Q3,1.0,31,155,(none),"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.20132,0.00824,0.57329,0.00374,0.77163,0.00911,0.0118,5,1.92738,2.4978,True
n_scaling,Q3,1.0,31,155,C,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.71349,0.03074,0.59198,0.00579,1.30329,0.02842,0.0218,5,1.92738,1.4789,True
n_scaling,Q3,1.0,31,155,D,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.21151,0.01037,7.81509,0.04002,8.01729,0.04202,0.0052,5,1.92738,0.2404,True
n_scaling,Q3,1.0,31,155,CD,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,7.46923,0.15111,7.46923,0.15111,0.0202,5,1.92738,0.258,True
n_scaling,Q3,1.0,31,155,CDG,"opt_precompute=on,opt_encode_seg=on,opt_presort=on",0.0,0.0,1.92738,0.02434,1.92738,0.02434,0.0126,5,1.92738,1.0,True
n_scaling,Q9,1.0,1,1,(none),"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.2383,0.00665,0.00019,0.0001,0.23848,0.00671,0.0281,5,0.0436,0.1828,True
n_scaling,Q9,1.0,1,1,C,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,0.13729,0.01127,0.13729,0.01127,0.0821,5,0.0436,0.3175,True
n_scaling,Q9,1.0,1,1,CG,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,0.0436,0.00617,0.0436,0.00617,0.1416,5,0.0436,1.0,True
n_scaling,Q9,1.0,2,2,(none),"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.22836,0.01962,0.00032,2e-05,0.22866,0.01961,0.0858,5,0.08822,0.3858,True
n_scaling,Q9,1.0,2,2,C,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,0.31093,0.0311,0.31093,0.0311,0.1,5,0.08822,0.2837,True
n_scaling,Q9,1.0,2,2,CG,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,0.08822,0.01349,0.08822,0.01349,0.153,5,0.08822,1.0,True
n_scaling,Q9,1.0,4,4,(none),"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.2272,0.02261,0.0006,2e-05,0.22782,0.02261,0.0992,5,0.16851,0.7397,True
n_scaling,Q9,1.0,4,4,C,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,0.58187,0.035,0.58187,0.035,0.0601,5,0.16851,0.2896,True
n_scaling,Q9,1.0,4,4,CG,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,0.16851,0.00799,0.16851,0.00799,0.0474,5,0.16851,1.0,True
n_scaling,Q9,1.0,8,8,(none),"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.22966,0.01335,0.00119,0.00014,0.23081,0.01331,0.0577,5,0.34212,1.4822,True
n_scaling,Q9,1.0,8,8,C,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,1.1767,0.03025,1.1767,0.03025,0.0257,5,0.34212,0.2907,True
n_scaling,Q9,1.0,8,8,CG,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,0.34212,0.01274,0.34212,0.01274,0.0372,5,0.34212,1.0,True
n_scaling,Q9,1.0,16,16,(none),"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.21044,0.0189,0.00229,0.00011,0.21268,0.01887,0.0887,5,0.69183,3.253,True
n_scaling,Q9,1.0,16,16,C,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,2.34305,0.11907,2.34305,0.11907,0.0508,5,0.69183,0.2953,True
n_scaling,Q9,1.0,16,16,CG,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,0.69183,0.01032,0.69183,0.01032,0.0149,5,0.69183,1.0,True
n_scaling,Q9,1.0,32,32,(none),"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.22146,0.02953,0.00451,0.00011,0.22589,0.02946,0.1304,5,1.36017,6.0212,True
n_scaling,Q9,1.0,32,32,C,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,4.75008,0.1097,4.75008,0.1097,0.0231,5,1.36017,0.2863,True
n_scaling,Q9,1.0,32,32,CG,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,1.36017,0.01972,1.36017,0.01972,0.0145,5,1.36017,1.0,True
n_scaling,Q9,1.0,64,64,(none),"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.20042,0.00505,0.00911,0.00206,0.20935,0.00614,0.0293,5,2.75592,13.1643,True
n_scaling,Q9,1.0,64,64,C,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,9.62886,0.14876,9.62886,0.14876,0.0154,5,2.75592,0.2862,True
n_scaling,Q9,1.0,64,64,CG,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,2.75592,0.03783,2.75592,0.03783,0.0137,5,2.75592,1.0,True
n_scaling,Q9,1.0,92,92,(none),"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.21639,0.0103,0.01297,0.00018,0.22964,0.01021,0.0445,5,3.91446,17.0458,True
n_scaling,Q9,1.0,92,92,C,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,13.7158,0.3496,13.7158,0.3496,0.0255,5,3.91446,0.2854,True
n_scaling,Q9,1.0,92,92,CG,"opt_precompute=on,opt_encode_nation=on,opt_encode_color=on,opt_presort=on,opt_cumsum=on",0.0,0.0,3.91446,0.06032,3.91446,0.06032,0.0154,5,3.91446,1.0,True
n_scaling,Q18,1.0,1,1,(none),"opt_precompute_sums=on,opt_presort_orders=on",2.08689,0.12508,0.03055,0.00064,2.11703,0.12556,0.0593,5,0.05062,0.0239,True
n_scaling,Q18,1.0,1,1,G,"opt_precompute_sums=on,opt_presort_orders=on",0.45685,0.0296,0.05849,0.00269,0.51534,0.0301,0.0584,5,0.05062,0.0982,True
n_scaling,Q18,1.0,1,1,J,"opt_precompute_sums=on,opt_presort_orders=on",0.44606,0.02393,0.05793,0.00218,0.504,0.02305,0.0457,5,0.05062,0.1004,True
n_scaling,Q18,1.0,1,1,T,"opt_precompute_sums=on,opt_presort_orders=on",1.73465,0.01825,0.02599,0.0007,1.76039,0.01809,0.0103,5,0.05062,0.0288,True
n_scaling,Q18,1.0,1,1,JG,"opt_precompute_sums=on,opt_presort_orders=on",0.45292,0.0132,0.06202,0.00467,0.51084,0.01362,0.0267,5,0.05062,0.0991,True
n_scaling,Q18,1.0,1,1,TJ,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.05009,0.00154,0.05009,0.00154,0.0308,5,0.05062,1.0106,True
n_scaling,Q18,1.0,1,1,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.05062,0.00899,0.05062,0.00899,0.1776,5,0.05062,1.0,True
n_scaling,Q18,1.0,2,2,(none),"opt_precompute_sums=on,opt_presort_orders=on",2.18208,0.08406,0.03086,0.0002,2.21296,0.08408,0.038,5,0.07725,0.0349,True
n_scaling,Q18,1.0,2,2,G,"opt_precompute_sums=on,opt_presort_orders=on",0.45562,0.02351,0.05979,0.00073,0.51557,0.023,0.0446,5,0.07725,0.1498,True
n_scaling,Q18,1.0,2,2,J,"opt_precompute_sums=on,opt_presort_orders=on",0.46899,0.01713,0.05673,0.001,0.52535,0.01734,0.033,5,0.07725,0.147,True
n_scaling,Q18,1.0,2,2,T,"opt_precompute_sums=on,opt_presort_orders=on",1.73443,0.02209,0.02896,0.00165,1.76338,0.02074,0.0118,5,0.07725,0.0438,True
n_scaling,Q18,1.0,2,2,JG,"opt_precompute_sums=on,opt_presort_orders=on",0.44791,0.00893,0.05998,0.00388,0.5064,0.00569,0.0112,5,0.07725,0.1525,True
n_scaling,Q18,1.0,2,2,TJ,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.076,0.00232,0.076,0.00232,0.0305,5,0.07725,1.0164,True
n_scaling,Q18,1.0,2,2,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.07725,0.00077,0.07725,0.00077,0.01,5,0.07725,1.0,True
n_scaling,Q18,1.0,4,4,(none),"opt_precompute_sums=on,opt_presort_orders=on",2.45028,0.16198,0.05094,0.0013,2.49847,0.16164,0.0647,5,0.12968,0.0519,True
n_scaling,Q18,1.0,4,4,G,"opt_precompute_sums=on,opt_presort_orders=on",0.5356,0.06402,0.07601,0.00181,0.61179,0.06463,0.1056,5,0.12968,0.212,True
n_scaling,Q18,1.0,4,4,J,"opt_precompute_sums=on,opt_presort_orders=on",0.50294,0.0242,0.0684,0.00158,0.57045,0.02452,0.043,5,0.12968,0.2273,True
n_scaling,Q18,1.0,4,4,T,"opt_precompute_sums=on,opt_presort_orders=on",1.79861,0.07166,0.05182,0.00141,1.85044,0.07206,0.0389,5,0.12968,0.0701,True
n_scaling,Q18,1.0,4,4,JG,"opt_precompute_sums=on,opt_presort_orders=on",0.44404,0.02161,0.07167,0.00228,0.51571,0.02384,0.0462,5,0.12968,0.2515,True
n_scaling,Q18,1.0,4,4,TJ,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.13345,0.0065,0.13345,0.0065,0.0487,5,0.12968,0.9718,True
n_scaling,Q18,1.0,4,4,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.12968,0.0053,0.12968,0.0053,0.0409,5,0.12968,1.0,True
n_scaling,Q18,1.0,8,8,(none),"opt_precompute_sums=on,opt_presort_orders=on",2.23344,0.04445,0.0549,0.00171,2.28821,0.04334,0.0189,5,0.24781,0.1083,True
n_scaling,Q18,1.0,8,8,G,"opt_precompute_sums=on,opt_presort_orders=on",0.46234,0.03102,0.09132,0.0043,0.55366,0.03023,0.0546,5,0.24781,0.4476,True
n_scaling,Q18,1.0,8,8,J,"opt_precompute_sums=on,opt_presort_orders=on",0.45144,0.01442,0.08594,0.00096,0.53592,0.01443,0.0269,5,0.24781,0.4624,True
n_scaling,Q18,1.0,8,8,T,"opt_precompute_sums=on,opt_presort_orders=on",1.80546,0.06341,0.06941,0.03377,1.87804,0.07329,0.039,5,0.24781,0.132,True
n_scaling,Q18,1.0,8,8,JG,"opt_precompute_sums=on,opt_presort_orders=on",0.45004,0.03347,0.09126,0.00477,0.53869,0.03769,0.07,5,0.24781,0.46,True
n_scaling,Q18,1.0,8,8,TJ,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.24454,0.00603,0.24454,0.00603,0.0247,5,0.24781,1.0134,True
n_scaling,Q18,1.0,8,8,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.24781,0.00716,0.24781,0.00716,0.0289,5,0.24781,1.0,True
n_scaling,Q18,1.0,16,16,(none),"opt_precompute_sums=on,opt_presort_orders=on",2.24806,0.03398,0.09779,0.00121,2.3481,0.03362,0.0143,5,0.47086,0.2005,True
n_scaling,Q18,1.0,16,16,G,"opt_precompute_sums=on,opt_presort_orders=on",0.47128,0.00966,0.15022,0.00439,0.62254,0.01187,0.0191,5,0.47086,0.7564,True
n_scaling,Q18,1.0,16,16,J,"opt_precompute_sums=on,opt_presort_orders=on",0.44691,0.00867,0.14164,0.00146,0.58755,0.009,0.0153,5,0.47086,0.8014,True
n_scaling,Q18,1.0,16,16,T,"opt_precompute_sums=on,opt_presort_orders=on",1.83031,0.0434,0.12403,0.0064,1.95511,0.04744,0.0243,5,0.47086,0.2408,True
n_scaling,Q18,1.0,16,16,JG,"opt_precompute_sums=on,opt_presort_orders=on",0.45832,0.02799,0.15011,0.00243,0.61021,0.02798,0.0459,5,0.47086,0.7716,True
n_scaling,Q18,1.0,16,16,TJ,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.48373,0.02249,0.48373,0.02249,0.0465,5,0.47086,0.9734,True
n_scaling,Q18,1.0,16,16,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.47086,0.00606,0.47086,0.00606,0.0129,5,0.47086,1.0,True
n_scaling,Q18,1.0,32,32,(none),"opt_precompute_sums=on,opt_presort_orders=on",2.20523,0.05484,0.18779,0.00338,2.39288,0.05317,0.0222,5,0.96783,0.4045,True
n_scaling,Q18,1.0,32,32,G,"opt_precompute_sums=on,opt_presort_orders=on",0.45057,0.04399,0.2765,0.00935,0.72205,0.04314,0.0598,5,0.96783,1.3404,True
n_scaling,Q18,1.0,32,32,J,"opt_precompute_sums=on,opt_presort_orders=on",0.41973,0.01984,0.26806,0.00669,0.68164,0.02399,0.0352,5,0.96783,1.4199,True
n_scaling,Q18,1.0,32,32,T,"opt_precompute_sums=on,opt_presort_orders=on",1.76425,0.05566,0.2396,0.00506,2.00241,0.05397,0.027,5,0.96783,0.4833,True
n_scaling,Q18,1.0,32,32,JG,"opt_precompute_sums=on,opt_presort_orders=on",0.44976,0.0191,0.27731,0.00653,0.73586,0.01569,0.0213,5,0.96783,1.3152,True
n_scaling,Q18,1.0,32,32,TJ,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.92437,0.0155,0.92437,0.0155,0.0168,5,0.96783,1.047,True
n_scaling,Q18,1.0,32,32,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,0.96783,0.01109,0.96783,0.01109,0.0115,5,0.96783,1.0,True
n_scaling,Q18,1.0,64,64,(none),"opt_precompute_sums=on,opt_presort_orders=on",2.32619,0.07547,0.37521,0.0025,2.70169,0.07514,0.0278,5,1.91179,0.7076,True
n_scaling,Q18,1.0,64,64,G,"opt_precompute_sums=on,opt_presort_orders=on",0.48953,0.03343,0.51761,0.01549,1.00566,0.0392,0.039,5,1.91179,1.901,True
n_scaling,Q18,1.0,64,64,J,"opt_precompute_sums=on,opt_presort_orders=on",0.48078,0.01563,0.48757,0.00757,0.96876,0.0153,0.0158,5,1.91179,1.9734,True
n_scaling,Q18,1.0,64,64,T,"opt_precompute_sums=on,opt_presort_orders=on",1.82851,0.02901,0.47897,0.00319,2.30646,0.03154,0.0137,5,1.91179,0.8289,True
n_scaling,Q18,1.0,64,64,JG,"opt_precompute_sums=on,opt_presort_orders=on",0.48214,0.04763,0.53176,0.01329,1.0139,0.04839,0.0477,5,1.91179,1.8856,True
n_scaling,Q18,1.0,64,64,TJ,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,1.84352,0.0056,1.84352,0.0056,0.003,5,1.91179,1.037,True
n_scaling,Q18,1.0,64,64,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,1.91179,0.02393,1.91179,0.02393,0.0125,5,1.91179,1.0,True
n_scaling,Q18,1.0,128,128,(none),"opt_precompute_sums=on,opt_presort_orders=on",2.15171,0.04717,0.72856,0.00632,2.8838,0.04642,0.0161,5,3.80648,1.32,True
n_scaling,Q18,1.0,128,128,G,"opt_precompute_sums=on,opt_presort_orders=on",0.52554,0.04141,1.03612,0.0255,1.54829,0.04549,0.0294,5,3.80648,2.4585,True
n_scaling,Q18,1.0,128,128,J,"opt_precompute_sums=on,opt_presort_orders=on",0.44113,0.02085,0.94228,0.02784,1.38632,0.02803,0.0202,5,3.80648,2.7458,True
n_scaling,Q18,1.0,128,128,T,"opt_precompute_sums=on,opt_presort_orders=on",1.73417,0.0527,0.96293,0.02398,2.72224,0.0547,0.0201,5,3.80648,1.3983,True
n_scaling,Q18,1.0,128,128,JG,"opt_precompute_sums=on,opt_presort_orders=on",0.50264,0.03375,1.01335,0.01589,1.51532,0.02745,0.0181,5,3.80648,2.512,True
n_scaling,Q18,1.0,128,128,TJ,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,3.70213,0.02855,3.70213,0.02855,0.0077,5,3.80648,1.0282,True
n_scaling,Q18,1.0,128,128,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,3.80648,0.04263,3.80648,0.04263,0.0112,5,3.80648,1.0,True
n_scaling,Q18,1.0,201,201,(none),"opt_precompute_sums=on,opt_presort_orders=on",2.18918,0.06024,1.12574,0.03605,3.31959,0.03243,0.0098,5,5.89687,1.7764,True
n_scaling,Q18,1.0,201,201,G,"opt_precompute_sums=on,opt_presort_orders=on",0.45967,0.03243,1.52172,0.02525,1.97797,0.0202,0.0102,5,5.89687,2.9813,True
n_scaling,Q18,1.0,201,201,J,"opt_precompute_sums=on,opt_presort_orders=on",0.44051,0.01376,1.47839,0.01253,1.90993,0.02111,0.0111,5,5.89687,3.0875,True
n_scaling,Q18,1.0,201,201,T,"opt_precompute_sums=on,opt_presort_orders=on",1.80831,0.02643,1.46343,0.02024,3.26642,0.03733,0.0114,5,5.89687,1.8053,True
n_scaling,Q18,1.0,201,201,JG,"opt_precompute_sums=on,opt_presort_orders=on",0.47306,0.04573,1.54302,0.02864,2.00619,0.04327,0.0216,5,5.89687,2.9393,True
n_scaling,Q18,1.0,201,201,TJ,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,5.83141,0.05131,5.83141,0.05131,0.0088,5,5.89687,1.0112,True
n_scaling,Q18,1.0,201,201,TJG,"opt_precompute_sums=on,opt_presort_orders=on",0.0,0.0,5.89687,0.06589,5.89687,0.06589,0.0112,5,5.89687,1.0,True
n_scaling,Q7,1.0,1,1,(none),"opt_presort=on,opt_cumsum=on",0.14474,0.01056,5e-05,0.0,0.14479,0.01056,0.0729,5,0.01411,0.0975,True
n_scaling,Q7,1.0,1,1,N,"opt_presort=on,opt_cumsum=on",0.0,0.0,0.0136,0.00091,0.0136,0.00091,0.0667,5,0.01411,1.0378,True
n_scaling,Q7,1.0,1,1,Y,"opt_presort=on,opt_cumsum=on",0.17859,0.02527,5e-05,1e-05,0.17864,0.02528,0.1415,5,0.01411,0.079,True
n_scaling,Q7,1.0,1,1,NY,"opt_presort=on,opt_cumsum=on",0.0,0.0,0.01929,0.00365,0.01929,0.00365,0.1892,5,0.01411,0.7316,True
n_scaling,Q7,1.0,1,1,NYG,"opt_presort=on,opt_cumsum=on",0.0,0.0,0.01411,0.00721,0.01411,0.00721,0.5108,5,0.01411,1.0,True
n_scaling,Q7,1.0,2,2,(none),"opt_presort=on,opt_cumsum=on",0.15554,0.00955,9e-05,2e-05,0.15564,0.00956,0.0615,5,0.0264,0.1697,True
n_scaling,Q7,1.0,2,2,N,"opt_presort=on,opt_cumsum=on",0.0,0.0,0.02926,0.0035,0.02926,0.0035,0.1195,5,0.0264,0.9024,True
n_scaling,Q7,1.0,2,2,Y,"opt_presort=on,opt_cumsum=on",0.21355,0.03165,7e-05,1e-05,0.21362,0.03164,0.1481,5,0.0264,0.1236,True
n_scaling,Q7,1.0,2,2,NY,"opt_presort=on,opt_cumsum=on",0.0,0.0,0.0296,0.00235,0.0296,0.00235,0.0792,5,0.0264,0.892,True
